ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
74,"I want to put my desk over there , but it's too heavy for me to move .","Okay , you take one end and I'll take the other .",What is the intended meaning of the target?,"['I will help you to move the desk', 'You should follow my instructions', 'You have to take only one end', 'I will take both the ends']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I want to put my desk over there , but it's too heavy for me to move .
Target sentence: Okay , you take one end and I'll take the other .
Question: What is the intended meaning of the target?
Choices:

1. I will help you to move the desk
2. You should follow my instructions
3. You have to take only one end
4. I will take both the ends
 The correct answer is:","[('I will help you to move the desk', 0.19724218547344208), ('You should follow my instructions', 0.11963342130184174), ('You have to take only one end', 0.5707391500473022), ('I will take both the ends', 0.11238520592451096)]","[('I will help you to move the desk', 0.7896186709403992), ('You should follow my instructions', 0.027019264176487923), ('You have to take only one end', 0.155485138297081), ('I will take both the ends', 0.027876948937773705)]",You have to take only one end,I will help you to move the desk
75,It's time to go . Are you ready ?,Almost . Let me get my bag .,What is the intended meaning of the target?,"['After I get the bag we can go', 'I have to take my bag', 'I have a bag', 'I want to buy a new bag']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: It's time to go . Are you ready ?
Target sentence: Almost . Let me get my bag .
Question: What is the intended meaning of the target?
Choices:

1. After I get the bag we can go
2. I have to take my bag
3. I have a bag
4. I want to buy a new bag
 The correct answer is:","[('After I get the bag we can go', 0.2806035876274109), ('I have to take my bag', 0.383539617061615), ('I have a bag', 0.23262853920459747), ('I want to buy a new bag', 0.10322828590869904)]","[('After I get the bag we can go', 0.05919322744011879), ('I have to take my bag', 0.06501104682683945), ('I have a bag', 0.305341899394989), ('I want to buy a new bag', 0.5704537630081177)]",I have to take my bag,I want to buy a new bag
76,"Oh , my god ! I look so old .I look as if I were 40 .I think it's time for some plastic surgeries. I'm tired of these wrinkles and sagging skin",I don't see any wrinkles or sagging skin ! You'd better stop being so ridiculous .,What is the intended meaning of the target?,"[""I think you don't need plastic surgery"", 'I think you are being ridiculous', 'The skin has no wrinkles', 'I think wrinkles and sagging skin are ridicolous']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Oh , my god ! I look so old .I look as if I were 40 .I think it's time for some plastic surgeries. I'm tired of these wrinkles and sagging skin
Target sentence: I don't see any wrinkles or sagging skin ! You'd better stop being so ridiculous .
Question: What is the intended meaning of the target?
Choices:

1. I think you don't need plastic surgery
2. I think you are being ridiculous
3. The skin has no wrinkles
4. I think wrinkles and sagging skin are ridicolous
 The correct answer is:","[(""I think you don't need plastic surgery"", 0.14996197819709778), ('I think you are being ridiculous', 0.46191543340682983), ('The skin has no wrinkles', 0.16992919147014618), ('I think wrinkles and sagging skin are ridicolous', 0.2181933969259262)]","[(""I think you don't need plastic surgery"", 0.2796132564544678), ('I think you are being ridiculous', 0.32690101861953735), ('The skin has no wrinkles', 0.03445511311292648), ('I think wrinkles and sagging skin are ridicolous', 0.359030544757843)]",I think you are being ridiculous,I think wrinkles and sagging skin are ridicolous
77,It is my first time coming to China . I want to buy something unique of China to my friends as gifts .,We have a great variety of Chinese antiques and porcelain .,What is the intended meaning of the target?,"['You can buy some antiques or porcelain to your friends ', 'There are both Chinese antique and porcelain', 'The antiques are from China', 'The porcelain is typical of China']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: It is my first time coming to China . I want to buy something unique of China to my friends as gifts .
Target sentence: We have a great variety of Chinese antiques and porcelain .
Question: What is the intended meaning of the target?
Choices:

1. You can buy some antiques or porcelain to your friends 
2. There are both Chinese antique and porcelain
3. The antiques are from China
4. The porcelain is typical of China
 The correct answer is:","[('You can buy some antiques or porcelain to your friends ', 0.2954922914505005), ('There are both Chinese antique and porcelain', 0.45766741037368774), ('The antiques are from China', 0.13112391531467438), ('The porcelain is typical of China', 0.11571644246578217)]","[('You can buy some antiques or porcelain to your friends ', 0.70316082239151), ('There are both Chinese antique and porcelain', 0.1342005878686905), ('The antiques are from China', 0.11478784680366516), ('The porcelain is typical of China', 0.04785069450736046)]",There are both Chinese antique and porcelain,You can buy some antiques or porcelain to your friends 
78,"Mom , is there anything in the fridge I can eat before dinner ?",There's some leftover pizza from last night .,What is the intended meaning of the target?,"['You can eat the leftover pizza', 'The pizza is leftover from last night', 'The pizza is not whole', ""The pizza wasn't good, so it left over""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , is there anything in the fridge I can eat before dinner ?
Target sentence: There's some leftover pizza from last night .
Question: What is the intended meaning of the target?
Choices:

1. You can eat the leftover pizza
2. The pizza is leftover from last night
3. The pizza is not whole
4. The pizza wasn't good, so it left over
 The correct answer is:","[('You can eat the leftover pizza', 0.20011067390441895), ('The pizza is leftover from last night', 0.37385594844818115), ('The pizza is not whole', 0.21301670372486115), (""The pizza wasn't good, so it left over"", 0.21301670372486115)]","[('You can eat the leftover pizza', 0.6662594079971313), ('The pizza is leftover from last night', 0.185013547539711), ('The pizza is not whole', 0.029273396357893944), (""The pizza wasn't good, so it left over"", 0.11945372819900513)]",The pizza is leftover from last night,You can eat the leftover pizza
79,"Mom , I want to get a motorcycle . Is that all right with you ?",You mean a murder cycle ? Did you know more cyclists die in accidents than motorists ?,What is the intended meaning of the target?,"[""I don't want you to bay a motorcycle because I think it's dangerous"", 'I think that motorcycles are more dangerous than cars', 'I think that motorcycle can lead to death', 'There is a cycle of murders linked to motorcycle']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , I want to get a motorcycle . Is that all right with you ?
Target sentence: You mean a murder cycle ? Did you know more cyclists die in accidents than motorists ?
Question: What is the intended meaning of the target?
Choices:

1. I don't want you to bay a motorcycle because I think it's dangerous
2. I think that motorcycles are more dangerous than cars
3. I think that motorcycle can lead to death
4. There is a cycle of murders linked to motorcycle
 The correct answer is:","[(""I don't want you to bay a motorcycle because I think it's dangerous"", 0.17472751438617706), ('I think that motorcycles are more dangerous than cars', 0.3264339566230774), ('I think that motorcycle can lead to death', 0.21076160669326782), ('There is a cycle of murders linked to motorcycle', 0.2880769670009613)]","[(""I don't want you to bay a motorcycle because I think it's dangerous"", 0.3766832649707794), ('I think that motorcycles are more dangerous than cars', 0.41370561718940735), ('I think that motorcycle can lead to death', 0.0982636958360672), ('There is a cycle of murders linked to motorcycle', 0.11134735494852066)]",I think that motorcycles are more dangerous than cars,I think that motorcycles are more dangerous than cars
80,Why is there water all over the bathroom floor ?,I was filling the bathtub and I left the water running too long.,What is the intended meaning of the target?,"['The water is overflowed all the way to the floor', 'I was in the bathroom', 'I wanted to take a bath', ""I didn't fill completely the bathtub""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Why is there water all over the bathroom floor ?
Target sentence: I was filling the bathtub and I left the water running too long.
Question: What is the intended meaning of the target?
Choices:

1. The water is overflowed all the way to the floor
2. I was in the bathroom
3. I wanted to take a bath
4. I didn't fill completely the bathtub
 The correct answer is:","[('The water is overflowed all the way to the floor', 0.307363361120224), ('I was in the bathroom', 0.23937483131885529), ('I wanted to take a bath', 0.19844870269298553), (""I didn't fill completely the bathtub"", 0.25481316447257996)]","[('The water is overflowed all the way to the floor', 0.23009516298770905), ('I was in the bathroom', 0.4166485071182251), ('I wanted to take a bath', 0.23009516298770905), (""I didn't fill completely the bathtub"", 0.12316106259822845)]",The water is overflowed all the way to the floor,I was in the bathroom
81,"Look , this is a pimple !",I think it's because of your bad habits !,What is the intended meaning of the target?,"['The pimple is caused by your bad habits', 'I think you have bad habits', 'You should improve your habits', ""It's important to have good habits""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Look , this is a pimple !
Target sentence: I think it's because of your bad habits !
Question: What is the intended meaning of the target?
Choices:

1. The pimple is caused by your bad habits
2. I think you have bad habits
3. You should improve your habits
4. It's important to have good habits
 The correct answer is:","[('The pimple is caused by your bad habits', 0.36391621828079224), ('I think you have bad habits', 0.41237109899520874), ('You should improve your habits', 0.09794671833515167), (""It's important to have good habits"", 0.1257660835981369)]","[('The pimple is caused by your bad habits', 0.7476189732551575), ('I think you have bad habits', 0.08929035812616348), ('You should improve your habits', 0.024795034900307655), (""It's important to have good habits"", 0.13829560577869415)]",I think you have bad habits,The pimple is caused by your bad habits
82,What's up ? You sound a little down in dumps,I quarreled with my roommate last night . He is really stubborn .,What is the intended meaning of the target?,"[""I'm sad because I quarreled with my roommate"", ""I don't get along with my roommate"", 'I think my roommate is stubborn', 'I hate my roommate']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What's up ? You sound a little down in dumps
Target sentence: I quarreled with my roommate last night . He is really stubborn .
Question: What is the intended meaning of the target?
Choices:

1. I'm sad because I quarreled with my roommate
2. I don't get along with my roommate
3. I think my roommate is stubborn
4. I hate my roommate
 The correct answer is:","[(""I'm sad because I quarreled with my roommate"", 0.2046027034521103), (""I don't get along with my roommate"", 0.11657911539077759), ('I think my roommate is stubborn', 0.6302207112312317), ('I hate my roommate', 0.04859740287065506)]","[(""I'm sad because I quarreled with my roommate"", 0.44026100635528564), (""I don't get along with my roommate"", 0.5067372918128967), ('I think my roommate is stubborn', 0.040315769612789154), ('I hate my roommate', 0.012685919180512428)]",I think my roommate is stubborn,I don't get along with my roommate
83,Hi Barbara . Have you lost weight ?,Hi Julie . I've been on a diet for a couple of months now .,What is the intended meaning of the target?,"['Yes I lost weight', 'I started the diet a couple of months ago', ""I'm still on a diet"", 'I hate dieting']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hi Barbara . Have you lost weight ?
Target sentence: Hi Julie . I've been on a diet for a couple of months now .
Question: What is the intended meaning of the target?
Choices:

1. Yes I lost weight
2. I started the diet a couple of months ago
3. I'm still on a diet
4. I hate dieting
 The correct answer is:","[('Yes I lost weight', 0.35687240958213806), ('I started the diet a couple of months ago', 0.29585760831832886), (""I'm still on a diet"", 0.29585760831832886), ('I hate dieting', 0.051412347704172134)]","[('Yes I lost weight', 0.05777748301625252), ('I started the diet a couple of months ago', 0.6509768962860107), (""I'm still on a diet"", 0.2671603858470917), ('I hate dieting', 0.024085238575935364)]",Yes I lost weight,I started the diet a couple of months ago
84,I'm sleepy . I can hardly keep my eyes open .,Why don't you go to bed ?,What is the intended meaning of the target?,"['You should go to bed if you are tired', ""I don't know why you don't go to bed"", 'You can go to bed if you want', 'You should go to bed early']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I'm sleepy . I can hardly keep my eyes open .
Target sentence: Why don't you go to bed ?
Question: What is the intended meaning of the target?
Choices:

1. You should go to bed if you are tired
2. I don't know why you don't go to bed
3. You can go to bed if you want
4. You should go to bed early
 The correct answer is:","[('You should go to bed if you are tired', 0.21308784186840057), (""I don't know why you don't go to bed"", 0.3739807903766632), ('You can go to bed if you want', 0.25703299045562744), ('You should go to bed early', 0.15589837729930878)]","[('You should go to bed if you are tired', 0.3002747595310211), (""I don't know why you don't go to bed"", 0.34561413526535034), ('You can go to bed if you want', 0.3002747595310211), ('You should go to bed early', 0.05383630096912384)]",I don't know why you don't go to bed,I don't know why you don't go to bed
85,Nathan said he didn't have any fun at his new school this week .,I think he hasn't made any new friends yet .,What is the intended meaning of the target?,"['Nathan is not having fun because he feels lonely', 'He could be lonely', 'He has no friends', ""He doesn't want any new friends""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Nathan said he didn't have any fun at his new school this week .
Target sentence: I think he hasn't made any new friends yet .
Question: What is the intended meaning of the target?
Choices:

1. Nathan is not having fun because he feels lonely
2. He could be lonely
3. He has no friends
4. He doesn't want any new friends
 The correct answer is:","[('Nathan is not having fun because he feels lonely', 0.25641757249832153), ('He could be lonely', 0.42276111245155334), ('He has no friends', 0.19969820976257324), (""He doesn't want any new friends"", 0.12112309038639069)]","[('Nathan is not having fun because he feels lonely', 0.7266060709953308), ('He could be lonely', 0.026466624811291695), ('He has no friends', 0.011032930575311184), (""He doesn't want any new friends"", 0.23589445650577545)]",He could be lonely,Nathan is not having fun because he feels lonely
86,You like going to bed early ?,I don't like being too tired the next day .,What is the intended meaning of the target?,"['If I go to bed late, I will be tired the next day', ""I don't like being tired"", 'I prefer to be rested', 'Sometimes I like to be tired']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: You like going to bed early ?
Target sentence: I don't like being too tired the next day .
Question: What is the intended meaning of the target?
Choices:

1. If I go to bed late, I will be tired the next day
2. I don't like being tired
3. I prefer to be rested
4. Sometimes I like to be tired
 The correct answer is:","[('If I go to bed late, I will be tired the next day', 0.16697260737419128), (""I don't like being tired"", 0.1777414083480835), ('I prefer to be rested', 0.45387861132621765), ('Sometimes I like to be tired', 0.20140741765499115)]","[('If I go to bed late, I will be tired the next day', 0.779906690120697), (""I don't like being tired"", 0.13766171038150787), ('I prefer to be rested', 0.013210993260145187), ('Sometimes I like to be tired', 0.0692206472158432)]",I prefer to be rested,"If I go to bed late, I will be tired the next day"
87,I found a great school for Junior !,We haven't even had the baby yet !.,What is the intended meaning of the target?,"[""It's early to be looking for schools"", 'The baby has not yet been born', ""We're expecting a baby"", ""We won't have a baby""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I found a great school for Junior !
Target sentence: We haven't even had the baby yet !.
Question: What is the intended meaning of the target?
Choices:

1. It's early to be looking for schools
2. The baby has not yet been born
3. We're expecting a baby
4. We won't have a baby
 The correct answer is:","[(""It's early to be looking for schools"", 0.1008467748761177), ('The baby has not yet been born', 0.5121421813964844), (""We're expecting a baby"", 0.25752127170562744), (""We won't have a baby"", 0.12948982417583466)]","[(""It's early to be looking for schools"", 0.013400168158113956), ('The baby has not yet been born', 0.4168669879436493), (""We're expecting a baby"", 0.1396329551935196), (""We won't have a baby"", 0.4300997853279114)]",The baby has not yet been born,We won't have a baby
88,What should I wear today ?,It's chilly outside,What is the intended meaning of the target?,"['You should wear something warm', 'The weather is cold', ""It's not a sunny day"", 'The weather is not nice']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What should I wear today ?
Target sentence: It's chilly outside
Question: What is the intended meaning of the target?
Choices:

1. You should wear something warm
2. The weather is cold
3. It's not a sunny day
4. The weather is not nice
 The correct answer is:","[('You should wear something warm', 0.3501518666744232), ('The weather is cold', 0.5773028135299683), (""It's not a sunny day"", 0.015384598635137081), ('The weather is not nice', 0.057160720229148865)]","[('You should wear something warm', 0.24981391429901123), ('The weather is cold', 0.0672365054488182), (""It's not a sunny day"", 0.5992724299430847), ('The weather is not nice', 0.08367718011140823)]",The weather is cold,It's not a sunny day
89,You have to help to the laundry today .,Give me a break .,What is the intended meaning of the target?,"[""I don't want to help to the laundry"", 'I need a break', 'You should give me a break', 'Everyday I take a break']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: You have to help to the laundry today .
Target sentence: Give me a break .
Question: What is the intended meaning of the target?
Choices:

1. I don't want to help to the laundry
2. I need a break
3. You should give me a break
4. Everyday I take a break
 The correct answer is:","[(""I don't want to help to the laundry"", 0.07065718621015549), ('I need a break', 0.5916053652763367), ('You should give me a break', 0.2625232934951782), ('Everyday I take a break', 0.07521418482065201)]","[(""I don't want to help to the laundry"", 0.6776614785194397), ('I need a break', 0.034809764474630356), ('You should give me a break', 0.24929773807525635), ('Everyday I take a break', 0.03823104500770569)]",I need a break,I don't want to help to the laundry
90,"Mom , there isn't any hot water",Ok . I'll check the heater .,What is the intended meaning of the target?,"['The heater could cause the lack of hot water', 'The heater needs to be checked', 'There is a heater', 'The heater is broken']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , there isn't any hot water
Target sentence: Ok . I'll check the heater .
Question: What is the intended meaning of the target?
Choices:

1. The heater could cause the lack of hot water
2. The heater needs to be checked
3. There is a heater
4. The heater is broken
 The correct answer is:","[('The heater could cause the lack of hot water', 0.17467889189720154), ('The heater needs to be checked', 0.6096892356872559), ('There is a heater', 0.12779781222343445), ('The heater is broken', 0.08783406764268875)]","[('The heater could cause the lack of hot water', 0.2446097880601883), ('The heater needs to be checked', 0.252374529838562), ('There is a heater', 0.17896035313606262), ('The heater is broken', 0.3240553140640259)]",The heater needs to be checked,The heater is broken
91,Do you have any homework today ?,I'll do it later .,What is the intended meaning of the target?,"['I have some homework to do', ""I don't want to do it right now"", 'I have something to do later', ""I'll rest later""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Do you have any homework today ?
Target sentence: I'll do it later .
Question: What is the intended meaning of the target?
Choices:

1. I have some homework to do
2. I don't want to do it right now
3. I have something to do later
4. I'll rest later
 The correct answer is:","[('I have some homework to do', 0.09832584857940674), (""I don't want to do it right now"", 0.23587143421173096), ('I have something to do later', 0.6023188233375549), (""I'll rest later"", 0.06348393857479095)]","[('I have some homework to do', 0.10181325674057007), (""I don't want to do it right now"", 0.8524719476699829), ('I have something to do later', 0.04244207963347435), (""I'll rest later"", 0.003272781614214182)]",I have something to do later,I don't want to do it right now
92,What kind of wine do you offer ?,Here is the wine list .,What is the intended meaning of the target?,"['The wine offer can be found on the wine list ', 'There is a wine list', 'The list contains all the wines', 'Not all wines are on the list']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What kind of wine do you offer ?
Target sentence: Here is the wine list .
Question: What is the intended meaning of the target?
Choices:

1. The wine offer can be found on the wine list 
2. There is a wine list
3. The list contains all the wines
4. Not all wines are on the list
 The correct answer is:","[('The wine offer can be found on the wine list ', 0.33660727739334106), ('There is a wine list', 0.27905723452568054), ('The list contains all the wines', 0.20416264235973358), ('Not all wines are on the list', 0.1801729053258896)]","[('The wine offer can be found on the wine list ', 0.41342225670814514), ('There is a wine list', 0.10131347924470901), ('The list contains all the wines', 0.0718420147895813), ('Not all wines are on the list', 0.41342225670814514)]",The wine offer can be found on the wine list ,The wine offer can be found on the wine list 
93,"Oh , dear ! which dress should I choose ? I can't make up my mind . Please help me .",You know I don't know anything about fashion.,What is the intended meaning of the target?,"[""I can't help you"", 'I could know more about fashion', ""I'm not interested in fashion"", ""I don't like fashion""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Oh , dear ! which dress should I choose ? I can't make up my mind . Please help me .
Target sentence: You know I don't know anything about fashion.
Question: What is the intended meaning of the target?
Choices:

1. I can't help you
2. I could know more about fashion
3. I'm not interested in fashion
4. I don't like fashion
 The correct answer is:","[(""I can't help you"", 0.1739918738603592), ('I could know more about fashion', 0.4173848032951355), (""I'm not interested in fashion"", 0.1852133870124817), (""I don't like fashion"", 0.2234099954366684)]","[(""I can't help you"", 0.3538972735404968), ('I could know more about fashion', 0.06149812415242195), (""I'm not interested in fashion"", 0.4544130861759186), (""I don't like fashion"", 0.13019153475761414)]",I could know more about fashion,I'm not interested in fashion
94,Can you help me pick out a gift for my niece ?,Most normal little girls go wild over Barbie dolls,What is the intended meaning of the target?,"['Yes, I suggest to buy a Barbie doll', 'Barbie dolls are very popular between little girls', 'More than one little girl likes Barbie dolls', 'Every little girl likes Barbie dolls']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Can you help me pick out a gift for my niece ?
Target sentence: Most normal little girls go wild over Barbie dolls
Question: What is the intended meaning of the target?
Choices:

1. Yes, I suggest to buy a Barbie doll
2. Barbie dolls are very popular between little girls
3. More than one little girl likes Barbie dolls
4. Every little girl likes Barbie dolls
 The correct answer is:","[('Yes, I suggest to buy a Barbie doll', 0.1499113142490387), ('Barbie dolls are very popular between little girls', 0.3378303647041321), ('More than one little girl likes Barbie dolls', 0.2321871966123581), ('Every little girl likes Barbie dolls', 0.2800711989402771)]","[('Yes, I suggest to buy a Barbie doll', 0.2867692708969116), ('Barbie dolls are very popular between little girls', 0.5703088045120239), ('More than one little girl likes Barbie dolls', 0.06811367720365524), ('Every little girl likes Barbie dolls', 0.07480823248624802)]",Barbie dolls are very popular between little girls,Barbie dolls are very popular between little girls
95,"Hi , I'd like to get your store credit card .",Here's the application form .,What is the intended meaning of the target?,"['You need to complete the form to get the store credit card', 'There is an application form', 'The form is only for applications', 'The form is ten pages long']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hi , I'd like to get your store credit card .
Target sentence: Here's the application form .
Question: What is the intended meaning of the target?
Choices:

1. You need to complete the form to get the store credit card
2. There is an application form
3. The form is only for applications
4. The form is ten pages long
 The correct answer is:","[('You need to complete the form to get the store credit card', 0.35299620032310486), ('There is an application form', 0.39999711513519287), ('The form is only for applications', 0.17749764025211334), ('The form is ten pages long', 0.06950907409191132)]","[('You need to complete the form to get the store credit card', 0.7997357249259949), ('There is an application form', 0.11521285772323608), ('The form is only for applications', 0.01940501108765602), ('The form is ten pages long', 0.06564630568027496)]",There is an application form,You need to complete the form to get the store credit card
96,Will this be cash or charge ?,"Here , take my credit card .",What is the intended meaning of the target?,"['I want to pay with the credit card', ""I'm giving you my credit card"", 'I have a credit card', 'My credit card is empty']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Will this be cash or charge ?
Target sentence: Here , take my credit card .
Question: What is the intended meaning of the target?
Choices:

1. I want to pay with the credit card
2. I'm giving you my credit card
3. I have a credit card
4. My credit card is empty
 The correct answer is:","[('I want to pay with the credit card', 0.199808731675148), (""I'm giving you my credit card"", 0.5431364178657532), ('I have a credit card', 0.199808731675148), ('My credit card is empty', 0.05724615603685379)]","[('I want to pay with the credit card', 0.34679296612739563), (""I'm giving you my credit card"", 0.3808775544166565), ('I have a credit card', 0.22390635311603546), ('My credit card is empty', 0.048423148691654205)]",I'm giving you my credit card,I'm giving you my credit card
97,Hello ! Where can I buy an inexpensive cashmere sweater ?,Maybe you should look around for an outlet .,What is the intended meaning of the target?,"['The outlet might sell inexpensive cashmere sweater', 'You should go to an outlet', 'The outlet is not far from here', 'The outlet is open']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hello ! Where can I buy an inexpensive cashmere sweater ?
Target sentence: Maybe you should look around for an outlet .
Question: What is the intended meaning of the target?
Choices:

1. The outlet might sell inexpensive cashmere sweater
2. You should go to an outlet
3. The outlet is not far from here
4. The outlet is open
 The correct answer is:","[('The outlet might sell inexpensive cashmere sweater', 0.3239871561527252), ('You should go to an outlet', 0.5341644883155823), ('The outlet is not far from here', 0.059931594878435135), ('The outlet is open', 0.08191677927970886)]","[('The outlet might sell inexpensive cashmere sweater', 0.4496285915374756), ('You should go to an outlet', 0.31883442401885986), ('The outlet is not far from here', 0.2123894989490509), ('The outlet is open', 0.019147494807839394)]",You should go to an outlet,The outlet might sell inexpensive cashmere sweater
98,"Can I see the paper when you're through , Sally ?",OK . I just want to read the comics .,What is the intended meaning of the target?,"[""I'll give you the paper after I read the comics"", ""I haven't read the comics yet"", 'There are the comics', 'I like to read the comics']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Can I see the paper when you're through , Sally ?
Target sentence: OK . I just want to read the comics .
Question: What is the intended meaning of the target?
Choices:

1. I'll give you the paper after I read the comics
2. I haven't read the comics yet
3. There are the comics
4. I like to read the comics
 The correct answer is:","[(""I'll give you the paper after I read the comics"", 0.11566208302974701), (""I haven't read the comics yet"", 0.31440210342407227), ('There are the comics', 0.37924134731292725), ('I like to read the comics', 0.19069452583789825)]","[(""I'll give you the paper after I read the comics"", 0.5313527584075928), (""I haven't read the comics yet"", 0.21468591690063477), ('There are the comics', 0.002968112239614129), ('I like to read the comics', 0.2509932518005371)]",There are the comics,I'll give you the paper after I read the comics
99,"Let's get this card for mom , it's funny .","Brad , it's her birthday . Let's get her something really special .",What is the intended meaning of the target?,"[""I don't think the card is a good idea"", 'We have to buy a birthday gift', ""It's someone's birthday"", ""It's Brad's birthday""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Let's get this card for mom , it's funny .
Target sentence: Brad , it's her birthday . Let's get her something really special .
Question: What is the intended meaning of the target?
Choices:

1. I don't think the card is a good idea
2. We have to buy a birthday gift
3. It's someone's birthday
4. It's Brad's birthday
 The correct answer is:","[(""I don't think the card is a good idea"", 0.07744798064231873), ('We have to buy a birthday gift', 0.13592544198036194), (""It's someone's birthday"", 0.39331328868865967), (""It's Brad's birthday"", 0.39331328868865967)]","[(""I don't think the card is a good idea"", 0.5251622796058655), ('We have to buy a birthday gift', 0.12089922279119492), (""It's someone's birthday"", 0.12089922279119492), (""It's Brad's birthday"", 0.23303934931755066)]",It's someone's birthday,I don't think the card is a good idea
100,"I want to keep a pet , but I don't know which one to buy ?","Dogs are nice , but they are really energetic , and you need to make sure they get enough exercise every day .",What is the intended meaning of the target?,"[""I don't suggest you to buy a dog"", 'Dogs require a lot of effort', 'I like dogs', 'Dogs are the worst pet']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I want to keep a pet , but I don't know which one to buy ?
Target sentence: Dogs are nice , but they are really energetic , and you need to make sure they get enough exercise every day .
Question: What is the intended meaning of the target?
Choices:

1. I don't suggest you to buy a dog
2. Dogs require a lot of effort
3. I like dogs
4. Dogs are the worst pet
 The correct answer is:","[(""I don't suggest you to buy a dog"", 0.2294517606496811), ('Dogs require a lot of effort', 0.2442501336336136), ('I like dogs', 0.45631930232048035), ('Dogs are the worst pet', 0.06997883319854736)]","[(""I don't suggest you to buy a dog"", 0.4654060900211334), ('Dogs require a lot of effort', 0.3980829119682312), ('I like dogs', 0.022458301857113838), ('Dogs are the worst pet', 0.1140526682138443)]",I like dogs,I don't suggest you to buy a dog
