ID,Context utterance,Completions,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
75,The company lost money.,"['Some products were manufactured defectively.', 'The products received positive consumer reviews.', 'All the products have been sold']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The company lost money.

Choices:

1. Some products were manufactured defectively.
2. The products received positive consumer reviews.
3. All the products have been sold
 The correct answer is:","[('Some products were manufactured defectively.', 0.5004663467407227), ('The products received positive consumer reviews.', 0.3035481870174408), ('All the products have been sold', 0.19598543643951416)]","[('Some products were manufactured defectively.', 0.06590870022773743), ('The products received positive consumer reviews.', 0.7310782074928284), ('All the products have been sold', 0.203013077378273)]",Some products were manufactured defectively.,The products received positive consumer reviews.
76,The team lost the game.,"['The best player was injured.', 'Their coach pumped them up.', 'The best player scored ten points']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The team lost the game.

Choices:

1. The best player was injured.
2. Their coach pumped them up.
3. The best player scored ten points
 The correct answer is:","[('The best player was injured.', 0.2352858930826187), ('Their coach pumped them up.', 0.2666138708591461), ('The best player scored ten points', 0.49810025095939636)]","[('The best player was injured.', 0.5970531702041626), ('Their coach pumped them up.', 0.08336730301380157), ('The best player scored ten points', 0.319579541683197)]",The best player scored ten points,The best player was injured.
77,The woman deleted the email,"['The sender tried to solicit money', 'The sender requested a response', 'The text was of the utmost importance']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The woman deleted the email

Choices:

1. The sender tried to solicit money
2. The sender requested a response
3. The text was of the utmost importance
 The correct answer is:","[('The sender tried to solicit money', 0.22503623366355896), ('The sender requested a response', 0.3274258077144623), ('The text was of the utmost importance', 0.44753798842430115)]","[('The sender tried to solicit money', 0.12646818161010742), ('The sender requested a response', 0.18985122442245483), ('The text was of the utmost importance', 0.683680534362793)]",The text was of the utmost importance,The text was of the utmost importance
78,The student's answer on the exam was incorrect.,"['The teacher subtracted points off the grade', 'The teacher added bonus points to the grade', 'The teacher gave the student full marks']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The student's answer on the exam was incorrect.

Choices:

1. The teacher subtracted points off the grade
2. The teacher added bonus points to the grade
3. The teacher gave the student full marks
 The correct answer is:","[('The teacher subtracted points off the grade', 0.32546132802963257), ('The teacher added bonus points to the grade', 0.30574262142181396), ('The teacher gave the student full marks', 0.3687960207462311)]","[('The teacher subtracted points off the grade', 0.08065591007471085), ('The teacher added bonus points to the grade', 0.2333855926990509), ('The teacher gave the student full marks', 0.6859584450721741)]",The teacher gave the student full marks,The teacher gave the student full marks
79,The school principal implemented a dress code,"['Students protested the decision.', 'Students were expelled from school.', 'Students could wear whatever they wanted']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The school principal implemented a dress code

Choices:

1. Students protested the decision.
2. Students were expelled from school.
3. Students could wear whatever they wanted
 The correct answer is:","[('Students protested the decision.', 0.1995813101530075), ('Students were expelled from school.', 0.14601680636405945), ('Students could wear whatever they wanted', 0.6544018983840942)]","[('Students protested the decision.', 0.09703422337770462), ('Students were expelled from school.', 0.28969067335128784), ('Students could wear whatever they wanted', 0.6132751703262329)]",Students could wear whatever they wanted,Students could wear whatever they wanted
80,A fistfight broke out in the hall of the school.,"['The principal suspended the students involved.', 'The principal called off classes for the day.', 'The school was a quiet place']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: A fistfight broke out in the hall of the school.

Choices:

1. The principal suspended the students involved.
2. The principal called off classes for the day.
3. The school was a quiet place
 The correct answer is:","[('The principal suspended the students involved.', 0.346921443939209), ('The principal called off classes for the day.', 0.346921443939209), ('The school was a quiet place', 0.30615708231925964)]","[('The principal suspended the students involved.', 0.3768830895423889), ('The principal called off classes for the day.', 0.5151380896568298), ('The school was a quiet place', 0.10797880589962006)]",The principal suspended the students involved.,The principal called off classes for the day.
81,The family postponed the barbeque.,"['The forecast called for storms.', 'It was a holiday weekend.', 'The school weather was sunny']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The family postponed the barbeque.

Choices:

1. The forecast called for storms.
2. It was a holiday weekend.
3. The school weather was sunny
 The correct answer is:","[('The forecast called for storms.', 0.27814337611198425), ('It was a holiday weekend.', 0.5531541705131531), ('The school weather was sunny', 0.16870249807834625)]","[('The forecast called for storms.', 0.4139975309371948), ('It was a holiday weekend.', 0.5838300585746765), ('The school weather was sunny', 0.0021724593825638294)]",It was a holiday weekend.,It was a holiday weekend.
82,The woman pressed down on the piano key.,"['A sound played.', 'The key got stuck', 'She loved the piano']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The woman pressed down on the piano key.

Choices:

1. A sound played.
2. The key got stuck
3. She loved the piano
 The correct answer is:","[('A sound played.', 0.6848007440567017), ('The key got stuck', 0.1961987018585205), ('She loved the piano', 0.11900052428245544)]","[('A sound played.', 0.04153035581111908), ('The key got stuck', 0.783620297908783), ('She loved the piano', 0.17484933137893677)]",A sound played.,The key got stuck
83,The vehicles travelled slowly,"['It was foggy.', 'It was cloudy.', 'It was sunny']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The vehicles travelled slowly

Choices:

1. It was foggy.
2. It was cloudy.
3. It was sunny
 The correct answer is:","[('It was foggy.', 0.2875422239303589), ('It was cloudy.', 0.23838086426258087), ('It was sunny', 0.4740769565105438)]","[('It was foggy.', 0.8309884071350098), ('It was cloudy.', 0.11246205121278763), ('It was sunny', 0.056549470871686935)]",It was sunny,It was foggy.
84,The clouds looked dark.,"['I brought my umbrella to work.', 'I brought my laptop to work.', 'I brought my agenda to work']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The clouds looked dark.

Choices:

1. I brought my umbrella to work.
2. I brought my laptop to work.
3. I brought my agenda to work
 The correct answer is:","[('I brought my umbrella to work.', 0.47860726714134216), ('I brought my laptop to work.', 0.21238069236278534), ('I brought my agenda to work', 0.3090120851993561)]","[('I brought my umbrella to work.', 0.7868503332138062), ('I brought my laptop to work.', 0.19282595813274384), ('I brought my agenda to work', 0.020323706790804863)]",I brought my umbrella to work.,I brought my umbrella to work.
85,Cars moved to the shoulder of the road.,"['A screaming ambulance approached.', 'The traffic light turned green.', 'The road was very clean.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: Cars moved to the shoulder of the road.

Choices:

1. A screaming ambulance approached.
2. The traffic light turned green.
3. The road was very clean.
 The correct answer is:","[('A screaming ambulance approached.', 0.2674500048160553), ('The traffic light turned green.', 0.3891374468803406), ('The road was very clean.', 0.3434125781059265)]","[('A screaming ambulance approached.', 0.0044330451637506485), ('The traffic light turned green.', 0.9572712182998657), ('The road was very clean.', 0.03829566389322281)]",The traffic light turned green.,The traffic light turned green.
86,My grandmother passed away.,"['My family held a funeral.', 'My family held a reunion.', 'My family was very happy.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: My grandmother passed away.

Choices:

1. My family held a funeral.
2. My family held a reunion.
3. My family was very happy.
 The correct answer is:","[('My family held a funeral.', 0.7420886158943176), ('My family held a reunion.', 0.1289556622505188), ('My family was very happy.', 0.1289556622505188)]","[('My family held a funeral.', 0.4877004027366638), ('My family held a reunion.', 0.36813557147979736), ('My family was very happy.', 0.14416396617889404)]",My family held a funeral.,My family held a funeral.
87,My mailbox was overflowing with letters.,"['I went on vacation for two weeks.', 'I stayed home for the past two weeks', 'The mailbox was red.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: My mailbox was overflowing with letters.

Choices:

1. I went on vacation for two weeks.
2. I stayed home for the past two weeks
3. The mailbox was red.
 The correct answer is:","[('I went on vacation for two weeks.', 0.18358546495437622), ('I stayed home for the past two weeks', 0.565483033657074), ('The mailbox was red.', 0.25093159079551697)]","[('I went on vacation for two weeks.', 0.8062193393707275), ('I stayed home for the past two weeks', 0.1316116899251938), ('The mailbox was red.', 0.06216895952820778)]",I stayed home for the past two weeks,I went on vacation for two weeks.
88,My feet were blistered,"['I went hiking.', 'I went swimming.', 'My shoe size is 37.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: My feet were blistered

Choices:

1. I went hiking.
2. I went swimming.
3. My shoe size is 37.
 The correct answer is:","[('I went hiking.', 0.34133490920066833), ('I went swimming.', 0.22038237750530243), ('My shoe size is 37.', 0.43828269839286804)]","[('I went hiking.', 0.14480645954608917), ('I went swimming.', 0.09646189957857132), ('My shoe size is 37.', 0.7587316036224365)]",My shoe size is 37.,My shoe size is 37.
89,The competition ended.,"['The teams shook hands.', 'The teams got pumped up.', 'The weather was sunny']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The competition ended.

Choices:

1. The teams shook hands.
2. The teams got pumped up.
3. The weather was sunny
 The correct answer is:","[('The teams shook hands.', 0.46303674578666687), ('The teams got pumped up.', 0.3182401955127716), ('The weather was sunny', 0.21872307360172272)]","[('The teams shook hands.', 0.23484671115875244), ('The teams got pumped up.', 0.2832792103290558), ('The weather was sunny', 0.48187416791915894)]",The teams shook hands.,The weather was sunny
90,The documents contained important information.,"['I kept them in a secure place.', 'I paper clipped them together.', 'The documents were handwritten']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The documents contained important information.

Choices:

1. I kept them in a secure place.
2. I paper clipped them together.
3. The documents were handwritten
 The correct answer is:","[('I kept them in a secure place.', 0.3891374468803406), ('I paper clipped them together.', 0.2674500048160553), ('The documents were handwritten', 0.3434125781059265)]","[('I kept them in a secure place.', 0.3731341063976288), ('I paper clipped them together.', 0.04894454404711723), ('The documents were handwritten', 0.5779213905334473)]",I kept them in a secure place.,The documents were handwritten
91,The ocean tide was dangerous,"['The swimmers returned towards the shore.', 'The swimmers put on more sunscreen.', 'The ocean was beautiful']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The ocean tide was dangerous

Choices:

1. The swimmers returned towards the shore.
2. The swimmers put on more sunscreen.
3. The ocean was beautiful
 The correct answer is:","[('The swimmers returned towards the shore.', 0.5945380926132202), ('The swimmers put on more sunscreen.', 0.2808398902416229), ('The ocean was beautiful', 0.12462195008993149)]","[('The swimmers returned towards the shore.', 0.5293165445327759), ('The swimmers put on more sunscreen.', 0.22065195441246033), ('The ocean was beautiful', 0.25003141164779663)]",The swimmers returned towards the shore.,The swimmers returned towards the shore.
92,The sun emerged from the clouds.,"['The woman took her sweater off.', 'The woman glanced at her watch.', 'The woman put her sweater on']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The sun emerged from the clouds.

Choices:

1. The woman took her sweater off.
2. The woman glanced at her watch.
3. The woman put her sweater on
 The correct answer is:","[('The woman took her sweater off.', 0.23050564527511597), ('The woman glanced at her watch.', 0.21654000878334045), ('The woman put her sweater on', 0.5529543161392212)]","[('The woman took her sweater off.', 0.38767531514167786), ('The woman glanced at her watch.', 0.48246970772743225), ('The woman put her sweater on', 0.1298549622297287)]",The woman put her sweater on,The woman glanced at her watch.
93,I applied pressure to the cut on my arm.,"['It stopped bleeding.', 'It healed.', 'My arm was very tanned']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: I applied pressure to the cut on my arm.

Choices:

1. It stopped bleeding.
2. It healed.
3. My arm was very tanned
 The correct answer is:","[('It stopped bleeding.', 0.7284084558486938), ('It healed.', 0.1730121672153473), ('My arm was very tanned', 0.09857936203479767)]","[('It stopped bleeding.', 0.5343098044395447), ('It healed.', 0.0363602377474308), ('My arm was very tanned', 0.4293299913406372)]",It stopped bleeding.,It stopped bleeding.
94,The administrator cleared her throat.,"['The meeting commenced.', 'The meeting was postponed.', 'The meeting was boring']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The administrator cleared her throat.

Choices:

1. The meeting commenced.
2. The meeting was postponed.
3. The meeting was boring
 The correct answer is:","[('The meeting commenced.', 0.5897976160049438), ('The meeting was postponed.', 0.27860066294670105), ('The meeting was boring', 0.13160164654254913)]","[('The meeting commenced.', 0.23760990798473358), ('The meeting was postponed.', 0.7093721628189087), ('The meeting was boring', 0.053017936646938324)]",The meeting commenced.,The meeting was postponed.
95,The car stopped at the crosswalk.,"['The pedestrian crossed the road.', 'The pedestrian waited on the sidewalk.', 'The pedestrian was scared']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The car stopped at the crosswalk.

Choices:

1. The pedestrian crossed the road.
2. The pedestrian waited on the sidewalk.
3. The pedestrian was scared
 The correct answer is:","[('The pedestrian crossed the road.', 0.2693083584308624), ('The pedestrian waited on the sidewalk.', 0.44401440024375916), ('The pedestrian was scared', 0.2866772413253784)]","[('The pedestrian crossed the road.', 0.6241673231124878), ('The pedestrian waited on the sidewalk.', 0.372707337141037), ('The pedestrian was scared', 0.0031253413762897253)]",The pedestrian waited on the sidewalk.,The pedestrian crossed the road.
96,My knees buckled on the stairs.,"['I caught myself on the railing.', 'The railing came loose from the wall.', 'The stairs were dirty.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: My knees buckled on the stairs.

Choices:

1. I caught myself on the railing.
2. The railing came loose from the wall.
3. The stairs were dirty.
 The correct answer is:","[('I caught myself on the railing.', 0.6945120692253113), ('The railing came loose from the wall.', 0.19898104667663574), ('The stairs were dirty.', 0.10650687664747238)]","[('I caught myself on the railing.', 0.5634934306144714), ('The railing came loose from the wall.', 0.42534714937210083), ('The stairs were dirty.', 0.01115938276052475)]",I caught myself on the railing.,I caught myself on the railing.
97,The DJ turned the music on.,"['People began to dance.', 'People left the party.', 'People were bored.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The DJ turned the music on.

Choices:

1. People began to dance.
2. People left the party.
3. People were bored.
 The correct answer is:","[('People began to dance.', 0.825004518032074), ('People left the party.', 0.11885317414999008), ('People were bored.', 0.05614226311445236)]","[('People began to dance.', 0.8467278480529785), ('People left the party.', 0.13397179543972015), ('People were bored.', 0.019300468266010284)]",People began to dance.,People began to dance.
98,The milk stayed cold.,"['I stored it in the refrigerator.', 'It was pasteurized.', 'It is important to drink milk.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The milk stayed cold.

Choices:

1. I stored it in the refrigerator.
2. It was pasteurized.
3. It is important to drink milk.
 The correct answer is:","[('I stored it in the refrigerator.', 0.4824824035167694), ('It was pasteurized.', 0.24260738492012024), ('It is important to drink milk.', 0.27491021156311035)]","[('I stored it in the refrigerator.', 0.3682079315185547), ('It was pasteurized.', 0.5357393622398376), ('It is important to drink milk.', 0.09605277329683304)]",I stored it in the refrigerator.,It was pasteurized.
99,The rain subsided.,"['I went for a walk.', 'I browsed the internet.', 'I like rains.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The rain subsided.

Choices:

1. I went for a walk.
2. I browsed the internet.
3. I like rains.
 The correct answer is:","[('I went for a walk.', 0.23158711194992065), ('I browsed the internet.', 0.2465232014656067), ('I like rains.', 0.5218896269798279)]","[('I went for a walk.', 0.6552498936653137), ('I browsed the internet.', 0.31934329867362976), ('I like rains.', 0.025406794622540474)]",I like rains.,I went for a walk.
100,The cup of tea was scalding hot.,"['I blew on it.', 'I poured it out.', 'I like tea.']",,[1],"Task: I'll give you a sentence and three options. Each option is a possible following of the first sentence. You must choose the most probable following. Answer with the number correspondent to the right option. Sentence: The cup of tea was scalding hot.

Choices:

1. I blew on it.
2. I poured it out.
3. I like tea.
 The correct answer is:","[('I blew on it.', 0.28026509284973145), ('I poured it out.', 0.35986748337745667), ('I like tea.', 0.35986748337745667)]","[('I blew on it.', 0.19524459540843964), ('I poured it out.', 0.36476489901542664), ('I like tea.', 0.43999049067497253)]",I poured it out.,I like tea.
