ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
57,Are you going to introduce us ?,"Well , he has already taken you know , that's his wife right there .",What is the intended meaning of the target?,"['He has a wife', 'His wife is near him', 'He just got married', 'He is single']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Are you going to introduce us ?
Target sentence: Well , he has already taken you know , that's his wife right there .
Question: What is the intended meaning of the target?
Choices:

1. He has a wife
2. His wife is near him
3. He just got married
4. He is single
 The correct answer is:","[('He has a wife', 0.3951706290245056), ('His wife is near him', 0.4206569492816925), ('He just got married', 0.10635872930288315), ('He is single', 0.07781371474266052)]","[('He has a wife', 0.21413664519786835), ('His wife is near him', 0.33166131377220154), ('He just got married', 0.40005990862846375), ('He is single', 0.05414222180843353)]",His wife is near him,He just got married
58,The music is on. May I have the pleasure to dance with you ?,"Sorry , I'm engaged for the foxtrot. Will the next Walls be all right ?",What is the intended meaning of the target?,"[""I have to dance the foxtrot with someone, but I'm free for the next Walls"", ""I'm free for the foxtrot"", 'Someone is playing', ""I'm engaged""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: The music is on. May I have the pleasure to dance with you ?
Target sentence: Sorry , I'm engaged for the foxtrot. Will the next Walls be all right ?
Question: What is the intended meaning of the target?
Choices:

1. I have to dance the foxtrot with someone, but I'm free for the next Walls
2. I'm free for the foxtrot
3. Someone is playing
4. I'm engaged
 The correct answer is:","[(""I have to dance the foxtrot with someone, but I'm free for the next Walls"", 0.30844852328300476), (""I'm free for the foxtrot"", 0.22566577792167664), ('Someone is playing', 0.24021995067596436), (""I'm engaged"", 0.22566577792167664)]","[(""I have to dance the foxtrot with someone, but I'm free for the next Walls"", 0.36991554498672485), (""I'm free for the foxtrot"", 0.555308997631073), ('Someone is playing', 0.010493696667253971), (""I'm engaged"", 0.06428167968988419)]","I have to dance the foxtrot with someone, but I'm free for the next Walls",I'm free for the foxtrot
59,How was your education going on in Australia ?,I'm going to graduate this summer .,What is the intended meaning of the target?,"['I will finish my course this summer', 'I will finish my course the next year', 'I will finish my course in a few months', 'Next summer I will finish my studies']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: How was your education going on in Australia ?
Target sentence: I'm going to graduate this summer .
Question: What is the intended meaning of the target?
Choices:

1. I will finish my course this summer
2. I will finish my course the next year
3. I will finish my course in a few months
4. Next summer I will finish my studies
 The correct answer is:","[('I will finish my course this summer', 0.5663688778877258), ('I will finish my course the next year', 0.1345243901014328), ('I will finish my course in a few months', 0.12637397646903992), ('Next summer I will finish my studies', 0.17273275554180145)]","[('I will finish my course this summer', 0.18144576251506805), ('I will finish my course the next year', 0.16520825028419495), ('I will finish my course in a few months', 0.493220716714859), ('Next summer I will finish my studies', 0.16012531518936157)]",I will finish my course this summer,I will finish my course in a few months
60,So the company decided to cancel your trip to Hong Kong ?,The SARS epidemic is not under effective control yet . So I'd better not risk it .,What is the intended meaning of the target?,"[""I don't want to risk contracting the SARS"", ""I don't mind to risk contracting the SARS"", 'The SARS is not risky', 'The SARS is risky']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: So the company decided to cancel your trip to Hong Kong ?
Target sentence: The SARS epidemic is not under effective control yet . So I'd better not risk it .
Question: What is the intended meaning of the target?
Choices:

1. I don't want to risk contracting the SARS
2. I don't mind to risk contracting the SARS
3. The SARS is not risky
4. The SARS is risky
 The correct answer is:","[(""I don't want to risk contracting the SARS"", 0.2228172868490219), (""I don't mind to risk contracting the SARS"", 0.11203957349061966), ('The SARS is not risky', 0.16301661729812622), ('The SARS is risky', 0.5021265149116516)]","[(""I don't want to risk contracting the SARS"", 0.6881057024002075), (""I don't mind to risk contracting the SARS"", 0.245351642370224), ('The SARS is not risky', 0.049846213310956955), ('The SARS is risky', 0.016696389764547348)]",The SARS is risky,I don't want to risk contracting the SARS
61,"How about seconds , Victor ?",No.thanks . I'm full .,What is the intended meaning of the target?,"[""I don't want to continue eating"", ""I'm still hungry"", 'I ate a lot', 'I will take the dessert']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: How about seconds , Victor ?
Target sentence: No.thanks . I'm full .
Question: What is the intended meaning of the target?
Choices:

1. I don't want to continue eating
2. I'm still hungry
3. I ate a lot
4. I will take the dessert
 The correct answer is:","[(""I don't want to continue eating"", 0.19150523841381073), (""I'm still hungry"", 0.26175662875175476), ('I ate a lot', 0.3157387673854828), ('I will take the dessert', 0.2309994250535965)]","[(""I don't want to continue eating"", 0.3533864915370941), (""I'm still hungry"", 0.4004393517971039), ('I ate a lot', 0.20774519443511963), ('I will take the dessert', 0.03842899575829506)]",I ate a lot,I'm still hungry
62,Cigarette ?,"Oh , uh ... Thanks . Henry , do you have a light ?",What is the intended meaning of the target?,"['I want to know if you have a lighter', 'I want to know if you own a lighter', 'I want to know if bought a lighter', 'I am asking you to turn on the light']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Cigarette ?
Target sentence: Oh , uh ... Thanks . Henry , do you have a light ?
Question: What is the intended meaning of the target?
Choices:

1. I want to know if you have a lighter
2. I want to know if you own a lighter
3. I want to know if bought a lighter
4. I am asking you to turn on the light
 The correct answer is:","[('I want to know if you have a lighter', 0.47436627745628357), ('I want to know if you own a lighter', 0.27028578519821167), ('I want to know if bought a lighter', 0.1276739537715912), ('I am asking you to turn on the light', 0.1276739537715912)]","[('I want to know if you have a lighter', 0.5525932908058167), ('I want to know if you own a lighter', 0.29119622707366943), ('I want to know if bought a lighter', 0.055575769394636154), ('I am asking you to turn on the light', 0.10063471645116806)]",I want to know if you have a lighter,I want to know if you have a lighter
63,"Stop running around in front of the TV , will you ? Why don't you just sit and watch ?","I've tried , but I can't stand the bald man talking so loudly in the program .",What is the intended meaning of the target?,"[""I can't stand the man because he is talking loudly"", ""I can't stand the man because he is bald"", ""I can't stand the man because he is talking softly"", 'I tried to talk with the bald man']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Stop running around in front of the TV , will you ? Why don't you just sit and watch ?
Target sentence: I've tried , but I can't stand the bald man talking so loudly in the program .
Question: What is the intended meaning of the target?
Choices:

1. I can't stand the man because he is talking loudly
2. I can't stand the man because he is bald
3. I can't stand the man because he is talking softly
4. I tried to talk with the bald man
 The correct answer is:","[(""I can't stand the man because he is talking loudly"", 0.44864320755004883), (""I can't stand the man because he is bald"", 0.3083476722240448), (""I can't stand the man because he is talking softly"", 0.07796250283718109), ('I tried to talk with the bald man', 0.16504661738872528)]","[(""I can't stand the man because he is talking loudly"", 0.2476033717393875), (""I can't stand the man because he is bald"", 0.39566904306411743), (""I can't stand the man because he is talking softly"", 0.1755770742893219), ('I tried to talk with the bald man', 0.18115048110485077)]",I can't stand the man because he is talking loudly,I can't stand the man because he is bald
64,"Okay , can I ask you something direct ?",Ha ! It's not like you've ever been one to beat around the bush .,What is the intended meaning of the target?,"[""You've always asked direct"", 'You never discussed a matter without coming to the point', ""You're a direct person"", 'You never come to the point']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Okay , can I ask you something direct ?
Target sentence: Ha ! It's not like you've ever been one to beat around the bush .
Question: What is the intended meaning of the target?
Choices:

1. You've always asked direct
2. You never discussed a matter without coming to the point
3. You're a direct person
4. You never come to the point
 The correct answer is:","[(""You've always asked direct"", 0.25784656405448914), ('You never discussed a matter without coming to the point', 0.18864455819129944), (""You're a direct person"", 0.4525347650051117), ('You never come to the point', 0.10097415745258331)]","[(""You've always asked direct"", 0.08193439990282059), ('You never discussed a matter without coming to the point', 0.2686525583267212), (""You're a direct person"", 0.4864669442176819), ('You never come to the point', 0.16294601559638977)]",You're a direct person,You're a direct person
65,What do you think of the coming match ?,Winning is a piece of cake to me .,What is the intended meaning of the target?,"['For me winning is easy', 'I always win', 'I think winning is better than losing', 'I just winned a piece of cake']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What do you think of the coming match ?
Target sentence: Winning is a piece of cake to me .
Question: What is the intended meaning of the target?
Choices:

1. For me winning is easy
2. I always win
3. I think winning is better than losing
4. I just winned a piece of cake
 The correct answer is:","[('For me winning is easy', 0.32992690801620483), ('I always win', 0.1375339925289154), ('I think winning is better than losing', 0.2911594808101654), ('I just winned a piece of cake', 0.24137969315052032)]","[('For me winning is easy', 0.12071891874074936), ('I always win', 0.016337528824806213), ('I think winning is better than losing', 0.5243790745735168), ('I just winned a piece of cake', 0.33856457471847534)]",For me winning is easy,I think winning is better than losing
66,Where is John ? I can't find him anywhere .,Haven't you heard that he is in prison ?,What is the intended meaning of the target?,"[""I don't know if you are aware that he is in prison"", 'You should be aware that he is in prison', 'You know perfectly well that he is in prison', ""I don't know if you've heard from anyone from prison""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Where is John ? I can't find him anywhere .
Target sentence: Haven't you heard that he is in prison ?
Question: What is the intended meaning of the target?
Choices:

1. I don't know if you are aware that he is in prison
2. You should be aware that he is in prison
3. You know perfectly well that he is in prison
4. I don't know if you've heard from anyone from prison
 The correct answer is:","[(""I don't know if you are aware that he is in prison"", 0.20457413792610168), ('You should be aware that he is in prison', 0.359038770198822), ('You know perfectly well that he is in prison', 0.23181286454200745), (""I don't know if you've heard from anyone from prison"", 0.20457413792610168)]","[(""I don't know if you are aware that he is in prison"", 0.4650535583496094), ('You should be aware that he is in prison', 0.24892523884773254), ('You know perfectly well that he is in prison', 0.2338436096906662), (""I don't know if you've heard from anyone from prison"", 0.052177563309669495)]",You should be aware that he is in prison,I don't know if you are aware that he is in prison
67,So you're learning Chinese songs ?,You can say that . I can actually sing some of them now .,What is the intended meaning of the target?,"[""I can't sing all the songs"", 'I can sing all the songs', ""I can't sing any of the songs"", ""You can say that I'm a singer""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: So you're learning Chinese songs ?
Target sentence: You can say that . I can actually sing some of them now .
Question: What is the intended meaning of the target?
Choices:

1. I can't sing all the songs
2. I can sing all the songs
3. I can't sing any of the songs
4. You can say that I'm a singer
 The correct answer is:","[(""I can't sing all the songs"", 0.24575325846672058), ('I can sing all the songs', 0.5202596783638), (""I can't sing any of the songs"", 0.08493006229400635), (""You can say that I'm a singer"", 0.14905689656734467)]","[(""I can't sing all the songs"", 0.2278396338224411), ('I can sing all the songs', 0.14036792516708374), (""I can't sing any of the songs"", 0.3815595805644989), (""You can say that I'm a singer"", 0.25023287534713745)]",I can sing all the songs,I can't sing any of the songs
68,"I ’ m so excited , mother . Oh , a new baby !", My first grandchild . ,What is the intended meaning of the target?,"['There is no other grandchild', 'There is another grandchild', 'The baby will be a boy', 'The baby will be a girl']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I ’ m so excited , mother . Oh , a new baby !
Target sentence:  My first grandchild . 
Question: What is the intended meaning of the target?
Choices:

1. There is no other grandchild
2. There is another grandchild
3. The baby will be a boy
4. The baby will be a girl
 The correct answer is:","[('There is no other grandchild', 0.1978299468755722), ('There is another grandchild', 0.4188060164451599), ('The baby will be a boy', 0.23862849175930023), ('The baby will be a girl', 0.14473550021648407)]","[('There is no other grandchild', 0.09034210443496704), ('There is another grandchild', 0.14894893765449524), ('The baby will be a boy', 0.38035446405410767), ('The baby will be a girl', 0.38035446405410767)]",There is another grandchild,The baby will be a boy
69,Did you get any rewards or honors in college ?,I received the scholarship 3 times on end .,What is the intended meaning of the target?,"['I received more than one scholarship', 'I received less than three scholarship', 'I received more than three scholarship', 'I received the scholarship at the end of college']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Did you get any rewards or honors in college ?
Target sentence: I received the scholarship 3 times on end .
Question: What is the intended meaning of the target?
Choices:

1. I received more than one scholarship
2. I received less than three scholarship
3. I received more than three scholarship
4. I received the scholarship at the end of college
 The correct answer is:","[('I received more than one scholarship', 0.39919862151145935), ('I received less than three scholarship', 0.10093321651220322), ('I received more than three scholarship', 0.2421262115240097), ('I received the scholarship at the end of college', 0.2577420175075531)]","[('I received more than one scholarship', 0.14546528458595276), ('I received less than three scholarship', 0.027762535959482193), ('I received more than three scholarship', 0.04039425030350685), ('I received the scholarship at the end of college', 0.7863779067993164)]",I received more than one scholarship,I received the scholarship at the end of college
70,The weekend's finally here !,And it's a long one . I have Monday off . It's Memorial Day or something like that .,What is the intended meaning of the target?,"[""Next Monday is off because it's Memorial Day"", 'Every Monday is off', 'Next Monday is a workinh day', 'There is a holiday similar to memorial day on Monday']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: The weekend's finally here !
Target sentence: And it's a long one . I have Monday off . It's Memorial Day or something like that .
Question: What is the intended meaning of the target?
Choices:

1. Next Monday is off because it's Memorial Day
2. Every Monday is off
3. Next Monday is a workinh day
4. There is a holiday similar to memorial day on Monday
 The correct answer is:","[(""Next Monday is off because it's Memorial Day"", 0.5408385992050171), ('Every Monday is off', 0.16494646668434143), ('Next Monday is a workinh day', 0.06875991821289062), ('There is a holiday similar to memorial day on Monday', 0.22545506060123444)]","[(""Next Monday is off because it's Memorial Day"", 0.46368274092674255), ('Every Monday is off', 0.020372798666357994), ('Next Monday is a workinh day', 0.10674583166837692), ('There is a holiday similar to memorial day on Monday', 0.4091985821723938)]",Next Monday is off because it's Memorial Day,Next Monday is off because it's Memorial Day
71,"Dad , what's the date ?",In seven days it will be Christmas Day .,What is the intended meaning of the target?,"[""It's December eighteenth"", ""It's November eighteenth"", 'Christmas Day just passed', ""It's the Christmas Day""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Dad , what's the date ?
Target sentence: In seven days it will be Christmas Day .
Question: What is the intended meaning of the target?
Choices:

1. It's December eighteenth
2. It's November eighteenth
3. Christmas Day just passed
4. It's the Christmas Day
 The correct answer is:","[(""It's December eighteenth"", 0.1818852722644806), (""It's November eighteenth"", 0.08591651916503906), ('Christmas Day just passed', 0.09735617786645889), (""It's the Christmas Day"", 0.6348419785499573)]","[(""It's December eighteenth"", 0.054732393473386765), (""It's November eighteenth"", 0.03319687396287918), ('Christmas Day just passed', 0.24529358744621277), (""It's the Christmas Day"", 0.6667770743370056)]",It's the Christmas Day,It's the Christmas Day
72,"I ’ Ve told you a thousand times that I ’ m learning to play the drums . Now that I know how to play well , I would like to form a rock band .","Aside from yourself , who are the other members of the band ?",What is the intended meaning of the target?,"['You are one of the band members', 'I already know the other members of the band', 'You already know the other members of the band', 'You are not a member of the band']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I ’ Ve told you a thousand times that I ’ m learning to play the drums . Now that I know how to play well , I would like to form a rock band .
Target sentence: Aside from yourself , who are the other members of the band ?
Question: What is the intended meaning of the target?
Choices:

1. You are one of the band members
2. I already know the other members of the band
3. You already know the other members of the band
4. You are not a member of the band
 The correct answer is:","[('You are one of the band members', 0.21563102304935455), ('I already know the other members of the band', 0.21563102304935455), ('You already know the other members of the band', 0.37844422459602356), ('You are not a member of the band', 0.19029369950294495)]","[('You are one of the band members', 0.1806240677833557), ('I already know the other members of the band', 0.2430562674999237), ('You already know the other members of the band', 0.14974261820316315), ('You are not a member of the band', 0.42657700181007385)]",You already know the other members of the band,You are not a member of the band
73,Is this your first year in college ?,I transferred from another school .,What is the intended meaning of the target?,"['I studied in another school', 'This is the only school where I studied', 'This is my first school', 'I just moved to a new city']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Is this your first year in college ?
Target sentence: I transferred from another school .
Question: What is the intended meaning of the target?
Choices:

1. I studied in another school
2. This is the only school where I studied
3. This is my first school
4. I just moved to a new city
 The correct answer is:","[('I studied in another school', 0.27340131998062134), ('This is the only school where I studied', 0.25683677196502686), ('This is my first school', 0.25683677196502686), ('I just moved to a new city', 0.21292516589164734)]","[('I studied in another school', 0.010984713211655617), ('This is the only school where I studied', 0.5634083151817322), ('This is my first school', 0.11446334421634674), ('I just moved to a new city', 0.3111436367034912)]",I studied in another school,This is the only school where I studied
74,What are the good sights to see in Beijing ?,"Well , I know you are interested in architecture , so you should't miss the Temple of Heaven , and the Great wall is a must too .",What is the intended meaning of the target?,"['I suggest you to visit the Temple of Heaven and the Great wall ', 'The Temple of Heaven and the Great wall are two architectural beauties', 'The Temple of Heaven is near the Great wall', 'You can only visit the Great wall after seeing the Temple of Heaven']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What are the good sights to see in Beijing ?
Target sentence: Well , I know you are interested in architecture , so you should't miss the Temple of Heaven , and the Great wall is a must too .
Question: What is the intended meaning of the target?
Choices:

1. I suggest you to visit the Temple of Heaven and the Great wall 
2. The Temple of Heaven and the Great wall are two architectural beauties
3. The Temple of Heaven is near the Great wall
4. You can only visit the Great wall after seeing the Temple of Heaven
 The correct answer is:","[('I suggest you to visit the Temple of Heaven and the Great wall ', 0.4526371359825134), ('The Temple of Heaven and the Great wall are two architectural beauties', 0.31109264492988586), ('The Temple of Heaven is near the Great wall', 0.12182563543319702), ('You can only visit the Great wall after seeing the Temple of Heaven', 0.11444459110498428)]","[('I suggest you to visit the Temple of Heaven and the Great wall ', 0.3788420855998993), ('The Temple of Heaven and the Great wall are two architectural beauties', 0.29046830534935), ('The Temple of Heaven is near the Great wall', 0.1460566371679306), ('You can only visit the Great wall after seeing the Temple of Heaven', 0.18463288247585297)]",I suggest you to visit the Temple of Heaven and the Great wall ,I suggest you to visit the Temple of Heaven and the Great wall 
75,"In my wedding ceremony , where do my parents sit in the church ?",The bride's parents ' seating arrangement is on the left side of the aisle and the groom's parents is on the right side .,What is the intended meaning of the target?,"[""If you are a bride's parent you sit on the left side of the aisle"", ""If you are a groom's parent you sit on the left side of the aisle"", ""If you are a bride's parent you sit on the right side of the aisle"", 'All the parents sit together']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: In my wedding ceremony , where do my parents sit in the church ?
Target sentence: The bride's parents ' seating arrangement is on the left side of the aisle and the groom's parents is on the right side .
Question: What is the intended meaning of the target?
Choices:

1. If you are a bride's parent you sit on the left side of the aisle
2. If you are a groom's parent you sit on the left side of the aisle
3. If you are a bride's parent you sit on the right side of the aisle
4. All the parents sit together
 The correct answer is:","[(""If you are a bride's parent you sit on the left side of the aisle"", 0.21684183180332184), (""If you are a groom's parent you sit on the left side of the aisle"", 0.16887658834457397), (""If you are a bride's parent you sit on the right side of the aisle"", 0.27843040227890015), ('All the parents sit together', 0.33585119247436523)]","[(""If you are a bride's parent you sit on the left side of the aisle"", 0.4431696832180023), (""If you are a groom's parent you sit on the left side of the aisle"", 0.2906377911567688), (""If you are a bride's parent you sit on the right side of the aisle"", 0.26052600145339966), ('All the parents sit together', 0.005666534416377544)]",All the parents sit together,If you are a bride's parent you sit on the left side of the aisle
76,Is your brother older or younger than you ?,"He is five years older than me , He got married last Sunday.My brother and my sister-in-law are the same age .",What is the intended meaning of the target?,"[""I'm five years younger than my brother and my sister in law"", ""I'm five years older than my brother and my sister in law"", 'My sister in law and I are the same age', 'My brother is five years older than my sister in law']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Is your brother older or younger than you ?
Target sentence: He is five years older than me , He got married last Sunday.My brother and my sister-in-law are the same age .
Question: What is the intended meaning of the target?
Choices:

1. I'm five years younger than my brother and my sister in law
2. I'm five years older than my brother and my sister in law
3. My sister in law and I are the same age
4. My brother is five years older than my sister in law
 The correct answer is:","[(""I'm five years younger than my brother and my sister in law"", 0.27890706062316895), (""I'm five years older than my brother and my sister in law"", 0.20405277609825134), ('My sister in law and I are the same age', 0.15891645848751068), ('My brother is five years older than my sister in law', 0.3581237494945526)]","[(""I'm five years younger than my brother and my sister in law"", 0.24364148080348969), (""I'm five years older than my brother and my sister in law"", 0.267587810754776), ('My sister in law and I are the same age', 0.22533152997493744), ('My brother is five years older than my sister in law', 0.26343923807144165)]",My brother is five years older than my sister in law,I'm five years older than my brother and my sister in law
77,What did the nurse say ?,She said I have a fever.,What is the intended meaning of the target?,"['I have nothing worse than fever', 'I have something worse than fever', ""I'm feeling healthy"", ""It's not sure that I have a fever""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What did the nurse say ?
Target sentence: She said I have a fever.
Question: What is the intended meaning of the target?
Choices:

1. I have nothing worse than fever
2. I have something worse than fever
3. I'm feeling healthy
4. It's not sure that I have a fever
 The correct answer is:","[('I have nothing worse than fever', 0.22929732501506805), ('I have something worse than fever', 0.378047376871109), (""I'm feeling healthy"", 0.07924303412437439), (""It's not sure that I have a fever"", 0.31341227889060974)]","[('I have nothing worse than fever', 0.0417826771736145), ('I have something worse than fever', 0.12474003434181213), (""I'm feeling healthy"", 0.007260740734636784), (""It's not sure that I have a fever"", 0.8262165188789368)]",I have something worse than fever,It's not sure that I have a fever
78,"Oh , flowers ! What for , my dear ?","Happy Mother's Day to you , Mum !",What is the intended meaning of the target?,"[""It's Mother's Day"", ""It's the Christmas Day"", ""It's my mother's birthday"", ""It's sunday""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Oh , flowers ! What for , my dear ?
Target sentence: Happy Mother's Day to you , Mum !
Question: What is the intended meaning of the target?
Choices:

1. It's Mother's Day
2. It's the Christmas Day
3. It's my mother's birthday
4. It's sunday
 The correct answer is:","[(""It's Mother's Day"", 0.744143545627594), (""It's the Christmas Day"", 0.08349059522151947), (""It's my mother's birthday"", 0.08349059522151947), (""It's sunday"", 0.08887527137994766)]","[(""It's Mother's Day"", 0.3159615993499756), (""It's the Christmas Day"", 0.014777721837162971), (""It's my mother's birthday"", 0.6688907146453857), (""It's sunday"", 0.000369952991604805)]",It's Mother's Day,It's my mother's birthday
79,How many people are there in your family ?,"Five . Besides my parents and me , there are my brother and sister .",What is the intended meaning of the target?,"['I have a brother and a sister', 'I have more than one brother and a sister', 'I am an only child', 'There are more than 5 people in my family']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: How many people are there in your family ?
Target sentence: Five . Besides my parents and me , there are my brother and sister .
Question: What is the intended meaning of the target?
Choices:

1. I have a brother and a sister
2. I have more than one brother and a sister
3. I am an only child
4. There are more than 5 people in my family
 The correct answer is:","[('I have a brother and a sister', 0.5112646818161011), ('I have more than one brother and a sister', 0.35138675570487976), ('I am an only child', 0.08346166461706161), ('There are more than 5 people in my family', 0.05388689786195755)]","[('I have a brother and a sister', 0.27610325813293457), ('I have more than one brother and a sister', 0.07787849754095078), ('I am an only child', 0.09692135453224182), ('There are more than 5 people in my family', 0.5490968823432922)]",I have a brother and a sister,There are more than 5 people in my family
80,"So Alex , you ’ re off to the Olympic stadium then ?","Yes , I should get there just in time for the women ’ s 400m relay .",What is the intended meaning of the target?,"[""I want to see the women's 400m relay"", ""I don't want to see the women's 400m relay"", ""I'm late"", ""I want to arrive before the women's 400m relay""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: So Alex , you ’ re off to the Olympic stadium then ?
Target sentence: Yes , I should get there just in time for the women ’ s 400m relay .
Question: What is the intended meaning of the target?
Choices:

1. I want to see the women's 400m relay
2. I don't want to see the women's 400m relay
3. I'm late
4. I want to arrive before the women's 400m relay
 The correct answer is:","[(""I want to see the women's 400m relay"", 0.2787904739379883), (""I don't want to see the women's 400m relay"", 0.14018464088439941), (""I'm late"", 0.14922578632831573), (""I want to arrive before the women's 400m relay"", 0.43179911375045776)]","[(""I want to see the women's 400m relay"", 0.39060667157173157), (""I don't want to see the women's 400m relay"", 0.2948453724384308), (""I'm late"", 0.0006865687319077551), (""I want to arrive before the women's 400m relay"", 0.31386128067970276)]",I want to arrive before the women's 400m relay,I want to see the women's 400m relay
81,Is it true that you have a heavy work schedule ?,"That ’ s right . I report to work at 5am everyday , and I only get 45 minutes for lunch .",What is the intended meaning of the target?,"['I start working at 5 am', 'I start working after 5 am', 'I start working before 5 am', 'I report to work 45 minutes early']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Is it true that you have a heavy work schedule ?
Target sentence: That ’ s right . I report to work at 5am everyday , and I only get 45 minutes for lunch .
Question: What is the intended meaning of the target?
Choices:

1. I start working at 5 am
2. I start working after 5 am
3. I start working before 5 am
4. I report to work 45 minutes early
 The correct answer is:","[('I start working at 5 am', 0.4022696912288666), ('I start working after 5 am', 0.25972482562065125), ('I start working before 5 am', 0.19001874327659607), ('I report to work 45 minutes early', 0.1479867547750473)]","[('I start working at 5 am', 0.14649200439453125), ('I start working after 5 am', 0.07366080582141876), ('I start working before 5 am', 0.03589940816164017), ('I report to work 45 minutes early', 0.7439478039741516)]",I start working at 5 am,I report to work 45 minutes early
82,"Hello , Julia , I know a party that will begin at midnight . Would you love to go ?","I'd love to , but my mother asks me to go home before 11:00 every night . She will worry if I get home late .",What is the intended meaning of the target?,"[""I can't go home after 11:00"", 'I can go home after 11:00', 'I usually go home at 11:00', 'I can go home when I want']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hello , Julia , I know a party that will begin at midnight . Would you love to go ?
Target sentence: I'd love to , but my mother asks me to go home before 11:00 every night . She will worry if I get home late .
Question: What is the intended meaning of the target?
Choices:

1. I can't go home after 11:00
2. I can go home after 11:00
3. I usually go home at 11:00
4. I can go home when I want
 The correct answer is:","[(""I can't go home after 11:00"", 0.17431043088436127), ('I can go home after 11:00', 0.50438392162323), ('I usually go home at 11:00', 0.1357530951499939), ('I can go home when I want', 0.1855524778366089)]","[(""I can't go home after 11:00"", 0.24344688653945923), ('I can go home after 11:00', 0.35979118943214417), ('I usually go home at 11:00', 0.32251474261283875), ('I can go home when I want', 0.07424710690975189)]",I can go home after 11:00,I can go home after 11:00
