ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
78,Maria rode the bus to work,The woman had an expired license.,Who is the woman?,"['A different woman from Maria', 'Maria', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Maria rode the bus to work
Target sentence: The woman had an expired license.
Question: Who is the woman?
Choices:

1. A different woman from Maria
2. Maria
3. It cannot be said
 The correct answer is:","[('A different woman from Maria', 0.25375404953956604), ('Maria', 0.5718435645103455), ('It cannot be said', 0.17440244555473328)]","[('A different woman from Maria', 0.05570029467344284), ('Maria', 0.26573121547698975), ('It cannot be said', 0.6785684823989868)]",Maria,It cannot be said
79,Steven only had one ear,The man was very lopsided.,Who is the man?,"['A different man from Steven', 'Steven', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Steven only had one ear
Target sentence: The man was very lopsided.
Question: Who is the man?
Choices:

1. A different man from Steven
2. Steven
3. It cannot be said
 The correct answer is:","[('A different man from Steven', 0.2683914303779602), ('Steven', 0.6048294305801392), ('It cannot be said', 0.12677913904190063)]","[('A different man from Steven', 0.08986379951238632), ('Steven', 0.15771587193012238), ('It cannot be said', 0.7524203658103943)]",Steven,It cannot be said
80,Steven only had one ear,The man was very symmetrical.,Who is the man?,"['A different man from Steven', 'Steven', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Steven only had one ear
Target sentence: The man was very symmetrical.
Question: Who is the man?
Choices:

1. A different man from Steven
2. Steven
3. It cannot be said
 The correct answer is:","[('A different man from Steven', 0.2639360725879669), ('Steven', 0.5947891473770142), ('It cannot be said', 0.1412748098373413)]","[('A different man from Steven', 0.10839637368917465), ('Steven', 0.13918370008468628), ('It cannot be said', 0.7524199485778809)]",Steven,It cannot be said
81,Kevin repaired the wooden  furniture,The man was an expert carpenter.,Who is the man?,"['A different man from kevin', 'Kevin', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Kevin repaired the wooden  furniture
Target sentence: The man was an expert carpenter.
Question: Who is the man?
Choices:

1. A different man from kevin
2. Kevin
3. It cannot be said
 The correct answer is:","[('A different man from kevin', 0.17496433854103088), ('Kevin', 0.650071382522583), ('It cannot be said', 0.17496433854103088)]","[('A different man from kevin', 0.09602075815200806), ('Kevin', 0.27784526348114014), ('It cannot be said', 0.6261339783668518)]",Kevin,It cannot be said
82,Kevin repaired the wooden  furniture,The man needed an expert carpenter.,Who is the man?,"['A different man from kevin', 'Kevin', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Kevin repaired the wooden  furniture
Target sentence: The man needed an expert carpenter.
Question: Who is the man?
Choices:

1. A different man from kevin
2. Kevin
3. It cannot be said
 The correct answer is:","[('A different man from kevin', 0.2590629756450653), ('Kevin', 0.5838074088096619), ('It cannot be said', 0.15712963044643402)]","[('A different man from kevin', 0.08695860207080841), ('Kevin', 0.4280252456665039), ('It cannot be said', 0.4850161373615265)]",Kevin,It cannot be said
83,Eric thought the clothes looked very nice,The man didn't buy the clothes.,Who is the man?,"['A different man from Eric', 'Eric', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Eric thought the clothes looked very nice
Target sentence: The man didn't buy the clothes.
Question: Who is the man?
Choices:

1. A different man from Eric
2. Eric
3. It cannot be said
 The correct answer is:","[('A different man from Eric', 0.3035481870174408), ('Eric', 0.5004663467407227), ('It cannot be said', 0.19598543643951416)]","[('A different man from Eric', 0.15809915959835052), ('Eric', 0.6451432704925537), ('It cannot be said', 0.19675758481025696)]",Eric,Eric
84,Eric thought the clothes looked very nice,The man bought the clothes.,Who is the man?,"['A different man from Eric', 'Eric', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Eric thought the clothes looked very nice
Target sentence: The man bought the clothes.
Question: Who is the man?
Choices:

1. A different man from Eric
2. Eric
3. It cannot be said
 The correct answer is:","[('A different man from Eric', 0.2564639747142792), ('Eric', 0.5779504776000977), ('It cannot be said', 0.16558559238910675)]","[('A different man from Eric', 0.20834164321422577), ('Eric', 0.5156505107879639), ('It cannot be said', 0.27600783109664917)]",Eric,Eric
85,Jessica often experiences severe nausea,The girl does not ride roller coasters.,Who is the girl?,"['A different girl from Jessica', 'Jessica', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Jessica often experiences severe nausea
Target sentence: The girl does not ride roller coasters.
Question: Who is the girl?
Choices:

1. A different girl from Jessica
2. Jessica
3. It cannot be said
 The correct answer is:","[('A different girl from Jessica', 0.2564639747142792), ('Jessica', 0.5779504776000977), ('It cannot be said', 0.16558559238910675)]","[('A different girl from Jessica', 0.318535178899765), ('Jessica', 0.4090072512626648), ('It cannot be said', 0.2724575698375702)]",Jessica,Jessica
86,Jessica often experiences severe nausea,The girl often rides big roller coasters.,Who is the girl?,"['A different girl from Jessica', 'Jessica', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Jessica often experiences severe nausea
Target sentence: The girl often rides big roller coasters.
Question: Who is the girl?
Choices:

1. A different girl from Jessica
2. Jessica
3. It cannot be said
 The correct answer is:","[('A different girl from Jessica', 0.21829842031002045), ('Jessica', 0.6316673755645752), ('It cannot be said', 0.15003414452075958)]","[('A different girl from Jessica', 0.21629570424556732), ('Jessica', 0.3796107769012451), ('It cannot be said', 0.40409356355667114)]",Jessica,It cannot be said
87,Have you ever been on  a nature walk Samantha asked Tanya,The woman is giving a reply to a question.,Who is the woman?,"['A different woman from Samantha', 'Samantha', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Have you ever been on  a nature walk Samantha asked Tanya
Target sentence: The woman is giving a reply to a question.
Question: Who is the woman?
Choices:

1. A different woman from Samantha
2. Samantha
3. It cannot be said
 The correct answer is:","[('A different woman from Samantha', 0.25197431445121765), ('Samantha', 0.6044549942016602), ('It cannot be said', 0.1435706466436386)]","[('A different woman from Samantha', 0.009487517178058624), ('Samantha', 0.9677531123161316), ('It cannot be said', 0.022759372368454933)]",Samantha,Samantha
88,Have you ever been on  a nature walk Samantha asked Tanya,The woman is waiting for a reply to a question.,Who is the woman?,"['A different woman from Samantha', 'Samantha', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Have you ever been on  a nature walk Samantha asked Tanya
Target sentence: The woman is waiting for a reply to a question.
Question: Who is the woman?
Choices:

1. A different woman from Samantha
2. Samantha
3. It cannot be said
 The correct answer is:","[('A different woman from Samantha', 0.2628611624240875), ('Samantha', 0.5564771294593811), ('It cannot be said', 0.1806616634130478)]","[('A different woman from Samantha', 0.018285181373357773), ('Samantha', 0.9378509521484375), ('It cannot be said', 0.043863873928785324)]",Samantha,Samantha
89,Jason was going to a job interview,The man was proud.,Who is the man?,"['A different man from Jason', 'Jason', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Jason was going to a job interview
Target sentence: The man was proud.
Question: Who is the man?
Choices:

1. A different man from Jason
2. Jason
3. It cannot be said
 The correct answer is:","[('A different man from Jason', 0.2777884602546692), ('Jason', 0.518977165222168), ('It cannot be said', 0.20323437452316284)]","[('A different man from Jason', 0.19163377583026886), ('Jason', 0.18002326786518097), ('It cannot be said', 0.6283429265022278)]",Jason,It cannot be said
90,Jason was going to a job interview,The man was grateful.,Who is the man?,"['A different man from Jason', 'Jason', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Jason was going to a job interview
Target sentence: The man was grateful.
Question: Who is the man?
Choices:

1. A different man from Jason
2. Jason
3. It cannot be said
 The correct answer is:","[('A different man from Jason', 0.26542529463768005), ('Jason', 0.5278612375259399), ('It cannot be said', 0.20671342313289642)]","[('A different man from Jason', 0.2578487694263458), ('Jason', 0.08371124416589737), ('It cannot be said', 0.6584399342536926)]",Jason,It cannot be said
91,Eric was easier to amuse,The man had a great sense of humor.,Who is the man?,"['A different man from Eric', 'Eric', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Eric was easier to amuse
Target sentence: The man had a great sense of humor.
Question: Who is the man?
Choices:

1. A different man from Eric
2. Eric
3. It cannot be said
 The correct answer is:","[('A different man from Eric', 0.16612479090690613), ('Eric', 0.657036304473877), ('It cannot be said', 0.1768389195203781)]","[('A different man from Eric', 0.49191293120384216), ('Eric', 0.1700005680322647), ('It cannot be said', 0.33808648586273193)]",Eric,A different man from Eric
92,Eric was easier to amuse,The man had a bad sense of humor.,Who is the man?,"['A different man from Eric', 'Eric', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Eric was easier to amuse
Target sentence: The man had a bad sense of humor.
Question: Who is the man?
Choices:

1. A different man from Eric
2. Eric
3. It cannot be said
 The correct answer is:","[('A different man from Eric', 0.20691044628620148), ('Eric', 0.5987151861190796), ('It cannot be said', 0.19437435269355774)]","[('A different man from Eric', 0.4643593430519104), ('Eric', 0.22631067037582397), ('It cannot be said', 0.309330016374588)]",Eric,A different man from Eric
93,The payments were made by Jason,The man had borrowed so much money in the past.,Who is the man?,"['A different man from Jason', 'Jason', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: The payments were made by Jason
Target sentence: The man had borrowed so much money in the past.
Question: Who is the man?
Choices:

1. A different man from Jason
2. Jason
3. It cannot be said
 The correct answer is:","[('A different man from Jason', 0.30483660101890564), ('Jason', 0.4721401631832123), ('It cannot be said', 0.2230232208967209)]","[('A different man from Jason', 0.26434725522994995), ('Jason', 0.12102698534727097), ('It cannot be said', 0.6146257519721985)]",Jason,It cannot be said
94,The payments were made by Jason,The man had lent so much money in the past.,Who is the man?,"['A different man from Jason', 'Jason', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: The payments were made by Jason
Target sentence: The man had lent so much money in the past.
Question: Who is the man?
Choices:

1. A different man from Jason
2. Jason
3. It cannot be said
 The correct answer is:","[('A different man from Jason', 0.286806583404541), ('Jason', 0.5033612251281738), ('It cannot be said', 0.20983217656612396)]","[('A different man from Jason', 0.28248271346092224), ('Jason', 0.08093266189098358), ('It cannot be said', 0.6365846395492554)]",Jason,It cannot be said
95,Samantha won the dance competition,The woman had a superior sense of rhythm.,Who is the woman?,"['A different woman from Samantha', 'Samantha', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Samantha won the dance competition
Target sentence: The woman had a superior sense of rhythm.
Question: Who is the woman?
Choices:

1. A different woman from Samantha
2. Samantha
3. It cannot be said
 The correct answer is:","[('A different woman from Samantha', 0.13502660393714905), ('Samantha', 0.7299469113349915), ('It cannot be said', 0.13502660393714905)]","[('A different woman from Samantha', 0.07735885679721832), ('Samantha', 0.41819801926612854), ('It cannot be said', 0.5044431090354919)]",Samantha,It cannot be said
96,Samantha won the dance competition,The woman had a bad sense of rhythm.,Who is the woman?,"['A different woman from Samantha', 'Samantha', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Samantha won the dance competition
Target sentence: The woman had a bad sense of rhythm.
Question: Who is the woman?
Choices:

1. A different woman from Samantha
2. Samantha
3. It cannot be said
 The correct answer is:","[('A different woman from Samantha', 0.21469847857952118), ('Samantha', 0.5836109519004822), ('It cannot be said', 0.20169055461883545)]","[('A different woman from Samantha', 0.050702743232250214), ('Samantha', 0.6575231552124023), ('It cannot be said', 0.29177412390708923)]",Samantha,Samantha
97,Tanya couldn't stretch,The woman was had a very flexible body.,Who is the woman?,"['A different woman from Tanya', 'Tanya', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Tanya couldn't stretch
Target sentence: The woman was had a very flexible body.
Question: Who is the woman?
Choices:

1. A different woman from Tanya
2. Tanya
3. It cannot be said
 The correct answer is:","[('A different woman from Tanya', 0.31526681780815125), ('Tanya', 0.5533104538917542), ('It cannot be said', 0.1314227432012558)]","[('A different woman from Tanya', 0.06144573539495468), ('Tanya', 0.8751579523086548), ('It cannot be said', 0.06339623034000397)]",Tanya,Tanya
98,Tanya couldn't stretch,The woman was had a very rigid body.,Who is the woman?,"['A different woman from Tanya', 'Tanya', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Tanya couldn't stretch
Target sentence: The woman was had a very rigid body.
Question: Who is the woman?
Choices:

1. A different woman from Tanya
2. Tanya
3. It cannot be said
 The correct answer is:","[('A different woman from Tanya', 0.303922176361084), ('Tanya', 0.5333999991416931), ('It cannot be said', 0.1626778095960617)]","[('A different woman from Tanya', 0.042652226984500885), ('Tanya', 0.9119448065757751), ('It cannot be said', 0.04540305584669113)]",Tanya,Tanya
99,Kayla decided to talk to her daughter Sarah about puberty,The woman found out she had just gotten her first period.,Who is the woman?,"['A different woman from Kayla', 'Kayla', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Kayla decided to talk to her daughter Sarah about puberty
Target sentence: The woman found out she had just gotten her first period.
Question: Who is the woman?
Choices:

1. A different woman from Kayla
2. Kayla
3. It cannot be said
 The correct answer is:","[('A different woman from Kayla', 0.27245011925697327), ('Kayla', 0.6139758229255676), ('It cannot be said', 0.11357410997152328)]","[('A different woman from Kayla', 0.03997180610895157), ('Kayla', 0.9386328458786011), ('It cannot be said', 0.02139536663889885)]",Kayla,Kayla
100,Kayla decided to talk to her daughter Sarah about puberty,The woman said she had just gotten her first period.,Who is the woman?,"['A different woman from Kayla', 'Kayla', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Kayla decided to talk to her daughter Sarah about puberty
Target sentence: The woman said she had just gotten her first period.
Question: Who is the woman?
Choices:

1. A different woman from Kayla
2. Kayla
3. It cannot be said
 The correct answer is:","[('A different woman from Kayla', 0.3019329905509949), ('Kayla', 0.564085066318512), ('It cannot be said', 0.13398194313049316)]","[('A different woman from Kayla', 0.037347353994846344), ('Kayla', 0.9335664510726929), ('It cannot be said', 0.029086150228977203)]",Kayla,Kayla
